Workload	Configuration	Walk Cycles	Non-Walk Cycles	 Norm. Perf.
GUPS	LP-LD	0.000000	1.000000	1.000000
GUPS	LP-LDI	0.000000	0.994796	0.994796
GUPS	LP-LDI+W	0.000000	1.012542	1.012542
