1to1 190.855
2to2 193.124
3to3 193.735
2to3 212.590
0to0 229.474
0to1 232.955
3to2 214.407
1to0 227.673
2to0 299.237
0to2 308.447
2to1 315.853
1to2 319.605
3to0 323.284
0to3 344.054
3to1 341.260
1to3 350.260
