0to0 191.870
1to1 183.718
2to2 185.606
0to1 221.646
1to0 208.516
3to2 257.738
0to2 330.359
2to0 327.767
2to1 341.251
1to2 355.189
2to3 395.355
3to3 399.381
0to3 528.020
1to3 529.871
3to1 376.830
3to0 498.525
